head,tail,relation,edge_direction,evidence_count,mean_confidence,max_confidence,edge_score,evidence
Lestilaut,Reginald,family,undirected,5,0.984873418,0.98985636,1.7646562726925001,"Infobox field family/Relatives: Lestilaut (Cousin) Hannelore (Cousin) Hildebrand (Cousin) Raufereg (Cousin) Lungtase (Cousin) | Infobox field family/Relatives: Hildebrand (Cousin) Rasantark (Cousin) Kenntrips (Cousin) Codenest (Cousin) Reginald (Cousin) | He is the half-brother of Kenntrips and Reginald. *Vestaert - A male apprentice knight, the same age as Kenntrips."
Gunther,Myne,family,undirected,5,0.9847211899999999,0.98974365,1.7643835167320185,"Infobox field family/Father: Gunther Urano Motosu’s Father (Former) | Infobox field family/Daughter: Tuuli Myne | She was the second daughter of Gunther, a soldier, and Effa, a dye worker."
Alexis,Giebe Kirnberger,family,undirected,5,0.9846302399999999,0.9895515,1.7642205562082922,Infobox field family/Father: Giebe Kirnberger | He is the son of Giebe Kirnberger and a Leisegang noblewoman. | He is also the father of Alexis.
Nora,Thore,family,undirected,5,0.9845024819999999,0.9869551,1.7639916446020225,Infobox field family/Sister: Nora | He looks similar to his sister Nora with matching hair and eye colour. | In the year in which Rozemyne took up the mantle of High Bishop the mayor signed a contract with a noble to sell Thore's sister Nora and her friend Marthe with Lord Kantna as the middleman.
Georgine,Martina,family,undirected,5,0.9843280199999999,0.9887462,1.763679050661502,"Infobox field family/Relatives: Karstedt (Cousin) Wilfried (Nephew) Rozemyne (Niece, Adoptive) Charlotte (Niece) Melchior (Nephew) Henrietta (Niece) Rudiger (Nephew) Aurelia (Niece) Martina (Niece) Benedikta (Granddaughter) | Infobox field family/Aunt: Georgine (Deceased) | In his irritation, her father bemoaned that his daughter was only serving the ""lowly"" Detlinde - at the time the mostly neglected youngest daughter of a third wife - and decried Georgine as “Ehrenfest’s chamavarein.”"
Strahl,Ferdinand,service_retainer,directed,5,0.98422409,0.9882929,1.7634928330998654,"Infobox field occupation: Alexandria's Knight's Commander Rozemyne's Retainer Ferdinand's Retainer (Former) Ahrensbach Knight Commander (Former) Gieselfried's Retainer (Former) Knight | After his dismissal, he becomes a guard knight to Ferdinand. | He then served as one of Ferdinand's guard knights after his demotion by Detlinde."
Eckhart,Karstedt,family,undirected,5,0.9841135040000001,0.989498,1.7632946895872015,"Infobox field family/Father: Karstedt | Infobox field family/Son: Eckhart Lamprecht Cornelius Nikolaus | When not assisting Ferdinand, Eckhart served in the Knight’s Order with his father, Karstedt."
Brunhilde,Sylvester,romantic,undirected,5,0.983643234,0.9857065,1.7624520788616074,"Brunhilde made the decision to become Sylvester's second wife. | * Mana Capacity: As an archnoble who learned Rozemyne Mana Compression Method, Brunhilde has enough mana to marry Sylvester, who learned the same method. | Infobox field family/Spouse: Sylvester (Engaged)"
Kashick,Konrad,family,undirected,5,0.9835772259999999,0.98947936,1.7623338084025624,"Infobox field family/Father: Kashick (Former) | Konrad was born in the city of Ehrenfest as the laynoble son of Kashick and his wife Theresia, and is the younger brother of Philine. | Infobox field family/Son: Konrad (Former) Unnamed Child"
Cornelius,Karstedt,family,undirected,5,0.9831801520000001,0.9894992,1.7616223473030785,"Infobox field family/Father: Karstedt | Infobox field family/Son: Eckhart Lamprecht Cornelius Nikolaus | Because his father Karstedt is the commander of the Knight's Order and his brothers Eckhart and Lamprecht both serve as guard knights, Cornelius ""never once considered becoming an attendant or scholar."
Grausam,Matthias,family,undirected,5,0.982958372,0.9885267,1.761224970887993,"Infobox field family/Father: Grausam (Deceased) | He is the youngest son of Grausam, the former Giebe Gerlach. | Infobox field family/Son: Unnamed Eldest Son (Deceased) Janrik (Deceased) Matthias"
Albsenti,Neigunheit,family,undirected,5,0.9829389279999999,0.98906636,1.7611901319168732,Infobox field family/Mother: Albsenti | He was a son of Zent Albsenti. | Infobox field family/Son: Neigunheit
Gloria,Jeremias,family,undirected,5,0.9825016879999999,0.98776287,1.760406703006548,"Infobox field family/Mother: Previous Viscountess Dahldolf (Deceased) Gloria (Stepmother, Deceased) | Infobox field family/Son: Shikza (Deceased) Jeremias (Stepson) | His father later married Gloria, his second wife, and the couple had a son named Shikikoza, Jeremias's half-brother."
Karla,Lutz,family,undirected,5,0.982318158,0.98922324,1.7600778613911605,"Infobox field family/Mother: Karla | His father Deid was a carpenter, and his mother Karla was a textile worker. | Infobox field family/Son: Zasha Sieg Ralph Lutz"
Gloria,Shikikoza,family,undirected,5,0.9820217960000001,0.9863193,1.7595468519713413,"Infobox field family/Mother: Gloria (Deceased) | She is the mother of Shikikoza, whom was a former member of the Knight's Order who was executed for attacking Myne during the trombe extermination. | Furthermore, his mother Gloria also greatly disrespects commoners, making his abuse of them even worse."
Elvira,Rozemyne,family,undirected,5,0.981633706,0.9890863,1.7588514880389285,"Infobox field family/Mother: Elvira (Baptismal) Florencia (Adoptive) Rozemary (Purported Biological) Effa (Biological) Urano Motosu’s Mother (Former) | Elvira (エルヴィーラ, Eruviira) is Rozemyne's noble mother. | Infobox field family/Daughter: Rozemyne (Baptismal) Heidemarie (In-Law, Deceased) Aurelia (In-Law)"
Cornelius,Elvira,family,undirected,5,0.981534868,0.9890887,1.758674394116509,"Infobox field family/Mother: Elvira | Infobox field family/Son: Eckhart Lamprecht Cornelius | His angled eyes resemble those of his mother, Elvira."
Charlotte,Veronica,family,undirected,5,0.981514252,0.9895738,1.7586374552032913,"Infobox field family/Grandmother: Veronica | Infobox field family/Offspring: Wilfried (Grandson) Rozemyne (Granddaughter, Adoptive) Charlotte (Granddaughter) Melchior (Grandson) Henriette (Granddaughter) Wolfram (Grandson, Deceased) Detlinde (Granddaughter) Rudiger (Grandson) Alstede (Granddaughter) Benedikta (Great-Granddaugher) | When seeing Detlinde for the first time, she instinctively and involuntarily tensed up, due to how similar her cousin was to their grandmother Veronica, both in appearance and mannerisms."
Karstedt,Lamprecht,family,undirected,5,0.981331716,0.9896479,1.7583103945968164,"Infobox field family/Father: Karstedt | Infobox field family/Son: Eckhart Lamprecht Cornelius Nikolaus | Lamprecht is the second son of Karstedt and Elvira, and a brother of Eckhart, Cornelius, and Rozemyne."
Sigiswald,Trauerqual,family,undirected,5,0.981257416,0.9878846,1.7581772668682527,"He is the father of the three former princes, Sigiswald, Anastasius, and Hildebrand. | Infobox field family/Son: Sigiswald Anastasius Hildebrand | After some hard work on his part, Anastasius also manages to convince King Trauerqual, Aub Klassenberg, and Eglantine's biological grandfather and adoptive father, the Previous Aub Klassenberg to agree to this arrangement, making it official."
Jonsara,Konrad,family,undirected,5,0.9812518279999999,0.9894804,1.7581672545163385,"Infobox field family/Mother: Theresia (Deceased) Jonsara (Step-Mother, Former) | After their mother died, their father remarried to Jonsara, a harsh-tempered woman who treated both Konrad and Philine coldly. | Infobox field family/Son: Konrad (Step-Son, Former) Unnamed Son"
Arno,Fran,enemy_rival,undirected,5,0.9803427000000001,0.9871594,1.7565383158135985,"While others believe Arno is inflexible, in reality, he is acting out of malice towards both High Bishop and Fran. | His motivation for this was to force Fran back to the chambers, to make him remember the trauma he suffered there. | Although Fran didn't realize it, this experience earned him the intense hatred of Arno, a fellow gray priest who served Sister Margaret alongside him."
Rozemary,Rozemyne,family,undirected,5,0.9792197679999999,0.98902506,1.754526291769299,"Infobox field family/Mother: Elvira (Baptismal) Florencia (Adoptive) Rozemary (Purported Biological) Effa (Biological) Urano Motosu’s Mother (Former) | Infobox field family/Daughter: Rozemyne (Purported) | In private, Cornelius is told the original cover story, that Rozemyne is Rozemary’s daughter."
Benno,Liz,romantic,undirected,5,0.978106082,0.98457515,1.7525308343330526,"Infobox field family/Spouse: Benno (Engaged) | He also attempted to arrange a marriage between his daughter and Benno shortly after the death of Benno’s lover Liz, and later suggested a marriage between his sons and Benno's two younger sisters, causing one of the sisters to flee to another city. | Infobox field family/Spouse: Liz (Betrothed, Deceased)"
Detlinde,Gieselfried,romantic,undirected,5,0.977900032,0.98557776,1.752161642294418,"Right now, Gieselfried and Georgine are looking for a suitable husband for Detlinde. | They start pondering the possibility of getting Ferdinand, who is talented but is infamous for staying in the temple, to marry Detlinde. | Without further consultation with Aub Ehrenfest, the King announces that Ferdinand and Detlinde will be married right after the girl comes of age, without the usual one-year preparation period."
Rozemyne,Sigiswald,romantic,undirected,5,0.9775621280000001,0.9846858,1.751556199602728,"Due to some of the country's magic tools starting to break from the lack of mana, with one already having been destroyed, the royal family feels they can not wait for Rozemyne to come of age and thus pressure Ehrenfest to allow them to adopt her as soon as possible, and have her marry Sigiswald as his third wife at a later date. | Infobox field family/Spouse: Nahelache (First Wife, Former Second Wife) Adolphine (First Wife, Former) Rozemyne (Engaged, Cancelled) | Infobox field family/Spouse: Ferdinand (Betrothed) Wilfried (Betrothed, Cancelled) Sigiswald (Betrothed, Cancelled)"
Rozemyne,Zack,romantic,undirected,5,0.9770473860000001,0.9815678,1.7506339057500186,"The couple chooses the former and get married in the summer after Rozemyne's third year at the Royal Academy. | At the same meeting Josef reports that his wife Heidi is pregnant and thus Rozemyne aquits them and have a replacement go in their stead. | Zack is quite willing to just pledge himself to Rozemyne right away, since his wife expressed eagerness to accompany him on his journeys to other cities."
Magdalena,Werdekraf,family,undirected,5,0.9767047019999999,0.98856366,1.7500198984480655,"Infobox field family/Sister: Magdalena | Her brother is Werdekraf, the current Aub Dunkelfelger. | When the Royal Palace is breached by intruders, Zent Trauerqual entrusts Magdalena with leading of the troops and liaising with her brother Werdekraf, the current Aub Dunkelfelger."
Charlotte,Wilfried,family,undirected,5,0.975531688,0.98850167,1.7479181395060286,"Infobox field family/Sister: Rozemyne (adoptive) Charlotte Henriette | She is the sister of Wilfried, Melchior, and Henriette and the adoptive sister of Rozemyne. | He is the older brother of Charlotte and Melchior, and the adoptive older brother of Rozemyne."
Gervasio,Raublut,romantic,undirected,5,0.9746951960000001,0.98488104,1.7464193470440952,"Raublut tried to find out what happened, but was only told that it was due to ""the guidance of the Goddess of Time."" Having been denied the marriage with her, Raublut swore to Gervasio before the latter's departure to Lanzenave, that he would protect her. | Due to how close he was with Valamarlene, he tried to get her out of the Adalgisa villa by arranging a marriage between her and Raublut. | But at the same time, it made Raublut only more sure that the current royal family was unsuited to lead the country and thus began to secretly reach out to his old friend and true liege, while lying the groundwork for a coup, which was supposed to have Gervasio take the throne of Yurgenschmidt."
